date,title
1991-06-26,Natural Gas Firms See No End To Price Plunge  Oil Industry Pro Competition Low Natural Gas Prices Blamed  Peace In The Gulf Brings Weaker Oil Profits 
1991-06-29,Crude And Heating Oil Futures Rise Gas Prices Dip 
1991-07-22,TANKER FIRE OFF AUSTRALIA SPILLS TONS OF CRUDE
1991-07-27,Little Change In Worlds Crude Oil Prices 
1991-08-14,Praise For Local Esso Employees By Pang Hin Yue 
1991-08-17,Oil Firms Settle 75 Price Suit 
1991-08-19,Soviet Coup Triggers Big Spurt In Oil Prices Pitu New York 
1991-08-31,Crude Oil To Remain As Nation Top Earner 
1991-09-21,Foreign Oil Addiction Leaves Country Vulnerable 
1991-09-27,Opec Loosens Spigot For Iraqi Oil 
1991-10-09,Canadian Oil Pipeline Closure Boosts Bands Traffic Tanker 
1991-10-11,Ventura Firm Seeks To Build Oil Pipeline 
1991-10-17,Oil Prices Reach 8Month High While Pump Prices Keep Falling
1991-10-18,While Crude Prises Rise Gas Prices Continue To Fall 
1991-11-30,Crude Oil Prices Up Futures Mixed 
1992-01-01,Heating Oil Prices Drop Then Rise Again 
1992-01-04,Cleanup Is Under Way On Oil Spill In Alaska 
1992-01-05,Crude Oil Spills Into Alaskan Waters 
1992-01-06,Another Spill Hits Alaska  Cleanup Begins For Alaskan Weekend Spill  Northwest News Oil Spill Cleanup Hindered By Cold  Oil Production Continues Drop  Opportunities That Exist In The Oil Industry 
1992-01-07,Crews Try To Recover Crude 
1992-01-09,Oil Prices Fall To 12Month Low 
1992-01-10,Russians May Get Help On Oil Sale  Us Consumers Not Seeing Benefits Of Lower Wholesale Oil Prices
1992-01-11,Down Cents At Wholesale Level Oil Price Drops Not  Oil Prices Dip Sharply But Not For Consumers Energy  Oil Prices Fall But Consumers Are Not Feeling The Relief  Oil Prices Fall But Not At Pumps Consumers Aren t Getting  Oil Prices Low But Benefits Sli  Oil Prices Low But Consumers Dont See Relie  Oil Prices Low But Consumers Dont See The Benefits  Oil Prices Low But No Relief 
1992-01-12,Dropping Us Oil Prices Arent Showing At Pump  Iraq May Resume Crude Oil Exports Very Soon 
1992-01-13,It Was A Good Year For Opec Oil Records Show 
1992-01-14,Gas Prices Higher In Portsmouth Area  Oil Prices Plunge But Customers Will Not See Large Drop  Oil Prices Show Big Gains 
1992-01-16,Saddam Still Influencing Oil Prices  Soybean Futures Higher  Unstable Peace A Year After Gulf Wars Start Saddams 
1992-01-19,Several Factors Contribute To Lower Prices At The Pump 
1992-01-21,Futures Prices Decline  Gas Prices Drop To 10Month Low  Iran Algeria To Trim Crude Oil Production 
1992-01-22,Consumers Seeing Lower Pump Prices  Customers Getting A Break At Gas Pumps  Plentiful Oil Supplies Pushing Prices Down At The Gas Pump WorldOil Glut Driving Price Of Gasoline Lower 
1992-01-23,Juice Futures Plunge  Opec Cutbacks Boost Oil 
1992-01-24,Oil Usage On The Rise Since November Which Had Been 
1992-01-25,Gas Futures Reach New Low  Revised Oil Pipeline Plan Draws Fire 
1992-01-26,World Oil Industry Bounces Back 
1992-01-28,Energy Futures Increase 
1992-01-29,Good News New Fuel Price Cuts By March  Gulf War Said Blame For Woes At Ashland Oil  Heating Oil Prices Freeze While They Drop Across The Border 
1992-01-31,Imports Increase As Oil Price Drops 
1992-02-06,Oil Futures Take Jump 
1992-02-08,Demand Sparks Oil Prices 
1992-02-10,Opec President Wants To Slash Oil Production To Bolster Prices
1992-02-13,Futures Rise Over Opec  Opec Opens Crucial Meeting On Oil Output Cuts 
1992-02-14,Opec Nations Appear Close To Output Cut  Opec Nations Near Accord On Output Limit To Boost Prices 
1992-02-15,Opec Part Alls For Oil Cutback  Opec Seeks Oil Production Cut 
1992-02-18,Oil Prices Dive After Opec Cut  Prices Plunge 
1992-02-20,Rally Boosts Oil Futures 
1992-02-22,Natural Gas Prices Climb 
1992-02-26,Oil Gas Futures Rebound 
1992-02-28,Oil Industry New Futures Commodity Can Make Big Impact  Rally Pushes Up Oil Prices 
1992-02-29,Exchanges Oil Futures Going Sour  Gas Futures Up Oil Down  Traders Get New Flavor Of Crude Oil 
1992-03-02,Russia To Unleash Oil Prices 
1992-03-03,Russia To Lift Domestic Price Controls On Oil  Weather Fears Spur Gains In Grain Sales 
1992-03-05,Oil Prices End Mixed 
1992-03-07,Tank Ruptures Leaks Crude Oil 
1992-03-10,Oil Prices Rally Upwards 
1992-03-11,Oil Up In Quiet Market 
1992-03-12,Oil Trade Slow Price Down 
1992-03-13,Crude Oil Fire Causes Few Problems Most Families Get Ok To 
1992-03-16,Average Gasoline Pump Price Falls 
1992-03-17,Gas Prices Slide After Brief Increase 
1992-03-21,Iraq Move Depresses Oil 
1992-03-26,Fines Expected In Sadler Oil Spill  Old Engine Oil Could Become New Gas At Houston Refinery 
1992-03-27,Gasoline Rally Boosts Oil 
1992-03-28,Oil Futures Slide Further 
1992-03-29,Sell Oil Company Stocks Now Or Ride Out I Strategic Energy 
1992-03-31,Crude Prices Rise Slightly 
1992-04-02,Tanker Oil Shipment Weighed 
1992-04-03,Rises On Rises On Opec Cuts 
1992-04-04,Oil Prices Jump Above 20  Opec Nations Trimmed Production Last Month  Opec Oil Flow Prices Increasing  Wall Street Report Dow Recovers From Deficit 
1992-04-05,Drivers Can Thank Saudis From Bottom Of Their Tanks  Opec Misses Target On Oil Cuts 
1992-04-07,Higher Oil Prices Boost Stock Market  Oil Prices Hit Yearly High  Wall Street Report Stock Prices Up In Slow Trading 
1992-04-13,Oil Spills Meet Match In Tiny Glass Beads 
1992-04-16,Canada Firm Drops Plans For Oil Pipeline Across Puget Sound
1992-04-17,Cleanup Workers Sue  Oil Futures Surge Again 
1992-04-21,Saudis Say No More Arms Will Go To Iraq  Speaker Oil Spill Was No Surprise 
1992-04-22,Heating Oil Hits New High 
1992-04-23,Gas Prices Blamed On Suppliers 
1992-04-24,Opec Agrees To Pump Oil Steadily Through Spring 
1992-04-25,Opec Agrees To Hold Oil Pumping Steady  Opec To Maintain Output Despite Irans Call For Cut Oil 
1992-04-30,Stepping Nnam Oil Price Hits Oil Hit High For For 1qq 
1992-05-02,Crude Prices Close Mixed 
1992-05-04,Sea Collision Causes Oil Spill In Aegean  Ships Collide Crude Oil Spilled  Tankers Collide Crude Oil Spills 
1992-05-05,Gasoline Lifts Oil Prices 
1992-05-06,Oil Falls From Years High 
1992-05-07,Gas Prices Back Or The Rise In The Area  Oil Prices Mixed 
1992-05-09,Exxon Wins PriceFixing Case Over Offshore Oil  Oil Rises In Quiet Session 
1992-05-13,Oil Prices Drop After Rally  Plains Resources to acquire Stocker Resources
1992-05-16,Oil Prices Regain Ground 
1992-05-21,Its Costing A Lot More To Fill Tank Gasoline Industry  Oil Mixed As Traders Watch Opec 
1992-05-22,Higher Oil Prices Might Create Drag On Economic Recovery  Opec Crude Oil Output Decreases 
1992-05-23,Oil Cartel Agrees On Slight Increase  Opec Agrees To Hold Pumping Steady  Opec Oil Production Accord Reached  Opec Reaches Accord  Opec Seeks Small Hike In Oil Output  Opec To Increase Oil Production 
1992-05-27,Dow Drops After Oil News  Dow Sinks After Report Suggests Oil Price Hike  Higher Oil Prices Could Threaten Recovery  Market Declines After Oil News  Oil Price Hike Could Hinder Recovery Economy Analysts  Oil Prices Soar As Saudis Change Stance On Prices  Rumors About Oil Price Hike Send Some Stocks Soaring Others  Saudi Reverse Lights Inflation Worry 
1992-06-01,Cleanup Launched After Oil Spillage Into Lavara River  Iraq Getting Ready To Resume Oil Exports 
1992-06-06,Oil Prices Hit 1992 High 
1992-06-09,I Oil Drops In Slow Session  Oil Line Break Cause Probed 
1992-06-10,Oil Clips In Dull Trading 
1992-06-18,Oil Firms Accused Of Price Gouging 
1992-06-19,No Spills Oil Carriers Are Told 
1992-06-20,Oil Prices Mostly Higher  Oil Prices Rise As Traders Wait 
1992-06-23,Dow Continues Slide With Another Drop  Iraq Un Iraq Un Agree Oil Agree On Oil Export Proposal 
1992-06-24,Oil Prices Show Increase  Oil Prices Up As Iraq Decision Looms 
1992-06-25,Oil Futures Hit New Highs 
1992-06-27,Oil Prices Show Weakness 
1992-06-30,Oil Prices Seen Retreating 
1992-08-10,Opec Crude Output Exceeds Ceiling 
1992-08-11,Firm To Produce Crude Oil From Plastic 
1992-08-19,Scraps Plans To Buy Our Crude Oil 
1992-08-22,Turnovers Show Good Prospects For Oil Trade 
1992-09-05,Prices For Crude Oil And Natural Gas Increase Slightly In 
1992-09-11,Maine Wei Bangor Daily Newa Riches And Risks Face 
1992-09-24,Burning Oil Tanker Drifts Into Malaysian Waters 
1992-09-26,Pollution Threat Thinning As Oil Slick Begins To Drift Away 
1992-10-01,Stock Prices Close Sluggish Quarter With A Slight Gain By 
1992-10-07,Oil Prices Jump Slightly 
1992-10-08,Salvage Firm Submits Safety Measures To Doe 
1992-10-09,Penang Spared As Winds And Currents Push Away Slicks 
1992-10-10,Oil Prices Close Higher  Oil Slicks Worst Is Over For Nation 
1992-10-16,Heating Fuel Futures Up Sharply  Two Blue Chips Take Beating Rest Steady 
1992-10-17,Crude Prices End Lower 
1992-10-19,Iran And Saudi Arabia To Expand Oil Production 
1992-10-20,Market Rises Above Marking Anniversary 
1992-10-23,Iraq Rumor Drops Oil Prices 
1992-10-24,Crude Prices Lower Again 
1992-10-27,Oil Prices Up In Slow Trade 
1992-10-28,Choppy Trading Leaves Dow Down 
1992-10-29,Crude Recovers From Early SellOff Linked To Supplies 
1992-10-30,Crippled Tanker Begins Transfer Of Crude Oil Cargo  Energy Prices Head Lower 
1992-10-31,Futures Buildup Of Stocks Rising Production Erase Energy Gains
1992-11-06,More Oil Price Cuts By Merlinda Manalo 
1992-11-07,Irans Oil Power Renews Fears In West Mideast Second Only 
1992-11-11,Oil Prices Fall Before Report 
1992-11-13,Oil Prices Lower On Iraai Request 
1992-11-19,Oil Futures Drift Down 
1992-11-20,Heating Oil Glut Keeping Prices Down  Oil Use Earns For State 
1992-11-21,Optimism Feeds Oil Futures 
1992-11-25,Opec Concerned About Overproduction Pnc 
1992-11-26,Oil Prices Barely Change  Opec Ministers Gather To Discuss Weak Oil Prices 
1992-11-27,Iran Acting As Wild Card At Opec Meeting  Opec Misses Target Of 53 A Barrel Owing To OverSupply 
1992-11-28,Business Opec Cuts Fail To Lift Oil Prices Gives Warning  Cuts Oil Flow Prices Stay Low  Move By Opec Fails To Increase Oil Prices  Opec Cuts Fail To Lift Oil Prices 
1992-11-29,Media Responsible For Loosed Menace 
1992-12-02,Oil Futures Prices Fall 
1992-12-03,Bush Decision On Alaska Oil Could Affect Domestic Prices  I Aimer Spins Minions Of Gallons Of Crude Oil Into Fishing 
1992-12-04,CrudeOil Spill Threatens Rich Fishing Grounds  Ecological Disaster Feared Tanker Breaks Up Off Spanish City Fire Goes Out But Oil Cleanup Begins In Spain  Oil Futures Down Again  Oil Spills As Tanker Runs Aground  Oil Tanker Breaks Up Near Spain Slick Stretches 12 Miles  Oil Tanker Explodes After Crash Oil Spill Threatens Fishing  Oil Tanker Smashes Into Spanish Coast  Oil Tanker Splits Apart I Aground Millions Of Oil Tanker 
1992-12-05,Cleanup Of Spanish Leak Starts Weather Conditions Were  Major Cleanup Effort Looms Oil Lost From Grounded Tanker  Tanker Fire Burns Out Oil Remains Grounded The Spill Off  Tanker Spill Fire Out Clean Up Begins 
1992-12-07,Spain Oil Spill Cleanup Goes On Some Fear The Spill May Be  Spanish Oil Spill Cleanup Stalled By Foul Weather 
1992-12-09,Oil Prices Sink In Trading  Opec Gets Ready To Pump More Oil 
1992-12-10,Oil Market Resists Shifts 
1992-12-12,Crude Along Coastline  Crude Fails To Aid Buying  Oil Prices Lower After Crude Falls 
1992-12-14,Greek Tanker Oil Loss Double Valdezs  Much Oil Spilled  Off Spanish Coast Greek Tanker Spills Twice Oil That  Texaco president to retire next year
1992-12-15,Tanker Spilled 21 Million Gallons 
1992-12-17,Energy Futures Surge 
1992-12-18,Natural Gas Comes Up Winner In Active Field  Us To Help Russia Keep Crude Oil Flowing 
1993-01-04,Oil Tanker Crashes Aground Threatens Islands Off Scotland 
1993-01-05,25MillionGallon Load Leaking From Tanker  Classified11 Disabled Tanker Leaking Crude Oil  Oil Tanker Grounded Disabled Ship Spilling Millions Of 
1993-01-06,Cleanup operation begins in Shetland oil disaster
1993-01-07,Oil Prices Continue Slide 
1993-01-11,Alaskans Offer Moral Support After Spill In Shetland Islands  High Winds Prevent Tanker Salvage I Oil Spill Gusts Up To  Rworld High Winds Stymie Oil Cleanup Efforts 
1993-01-13,Oil Market Unlikely To React To New Conflict With Iraq 
1993-01-15,Tanker Oil Spill 
1993-01-20,Microbes May Boost American Oil Supplies  Oil Glut Sends Prices Down Despite Turmoil In Gulf 
1993-01-21,Guest Column We Must Learn How To Save Energy 
1993-01-28,DOW UP 15 AS OIL STOCKS PRICES JUMP
1993-01-30,Oil Prices Slip Slightly After Big Increase 
1993-02-09,Bahrain Sends Crude Oil To Singapore For Processing 
1993-02-13,OPEC TO CUT OIL PRODUCTION TO SAVE PRICES The Washington Post
1993-02-16,Oil Market Sniffs At Sour Crude Futures  Oil Market Turn Up Nose At Contracts For Sour Crude Futures  Oil Market Turns Up Its Nose At Sour Crude Futures  Trading In Sour Crude Futures Dead 
1993-02-17,Market Turns Up Nose At Sour Crude Futures Sweet 
1993-03-27,Oil Prices Settle Unchanged 
1993-04-03,Prices For Crude Heating Oil Rise 
1993-04-07,Heating Oil Futures Fell In Anticipation Of The Seasonal 
1993-04-11,Fragile Oil Deal To Be Topic Of Key Opec  Natural Gas Prices Rise 
1993-04-15,Retreads Make A Good Tire Alternative 
1993-04-17,Most Energy Prices Decline 
1993-04-18,Oil Facility Threatens Penguin Nonulation 
1993-04-19,New Uses Found For Feed Grains 
1993-04-21,Fuel Prices Rise  Sparse Turnouts Note Earth Day 
1993-04-23,Oil Prices Firm Up 
1993-04-24,Ashland Oil Against Energy Tax  Heating Oil Rises 980 On Ny Merc 
1993-04-27,Scientists Exxon Off In Assessing Spill Damage 
1993-05-04,Commodities Cash Grain 
1993-05-05,Investors Are Turning To Oil Company Stocks 
1993-05-06,Stocks Edge Higher As Jobs Data Looms 
1993-05-07,Investors Are Turning To Oil Company Stocks Us 
1993-05-08,China May Become Net Oil Importer Says 
1993-05-12,Energy Prices Close Lower 
1993-05-13,Iran Borrows To Rebuild Sells Oil To Buy Advanced Armaments
1993-05-15,Prices Continue To Fall 
1993-05-20,Rebels Halt Convoy Of Trucks Spill Oil 
1993-05-22,The two faces of the Exxon disaster
1993-05-25,Crude Oil Deposit Found In Jungle 
1993-05-27,Hike In Us Supplies Sinks Gas Futures Prices 
1993-05-28,Rising Blue Chips After Late Rally Push Stocks Higher 
1993-05-29,Blue Chip Lapse Weak Gdp Report Lead Dow To Decline 
1993-06-01,Plague Of Stowaways Ravaging Bird Nesting Islands  Syria Ready To Pump Out More Oil 
1993-06-02,Indonesia To Sell Super Puma Copters To Iran 
1993-06-05,Price Of Gas Drops As The Supply Grows  Unleaded Gas Prices Decline 
1993-06-11,Kuwait Rejects Opec Quota  Kuwait Rejects Opecs Oil Auotc  Oil Prices Drop Over Quota  Opec Cant Agree On Oil Output Kuwait Plans To Hike Production Opec Discord Hits Oil Prices 
1993-06-17,Aprils Trade Deficit Rises Unexpectedly  Demand For Oil Cars Widens Us Trade Deficit 
1993-06-18,Crews Practice Oil Spill Exercise Guards Against Possible  CrudeOil Prices Dip In Quiet Trading 
1993-06-24,More Sour Economic News Stock Prices Fall 
1993-06-29,Oil Prices Finish Higher 
1993-07-01,Stocks Mixed Ahead Of New Economic Information 
1993-07-10,Crude Oil Prices Finish Up Outage Halts Trading 
1993-07-15,Production Of Us Oil At Low Level 
1993-07-20,Opec To Meet Over Drop In Crude Prices  Us Oil Purchases Prop Up Irans Regime 
1993-07-24,America Remains Dependent Upon Foreign Oil 
1993-07-29,Drivers Starting To See Lower Prices At Pumps 
1993-07-31,Drivers May Start Seeing Lower Prices At Gas Pump 
1993-08-07,Crude Oil Futures Fall For 4th Session In A Row 
1993-08-13,Opec Facing Worst Crisis Since 1986 
1993-08-26,Labor Day Fuel Gauge Report Gas Prices Lowest Since 1986
1993-08-28,Lowest Since 1986 Lower CrudeOil Price Means Cheaper Gasoline
1993-09-08,Oil Prices Plunge To ThreeYear Low Figures Influenced By 
1993-09-09,Texans Switching To Natural Gas Oil Industry Finding New 
1993-09-17,Sliding Oil Prices Put Heat On Opec 
1993-09-22,Gold Crude Oil Up Sharply 
1993-09-28,Opec Members Agree To Cap Oil Production  Opec Moves To Boost Prices 
1993-09-30,CrudeOil Storks Prices Offset Drop In Stocks 
1993-10-11,Greek Tanker Runs Aground  Greek Tanker Spills Crude Into The Sea  Oil Spilled After Tanker Runs Aground 
1993-10-12,Crude Oil Spills Inside  Stocks Rise Slightly In Subdued Trading 
1993-10-19,Unleaded Gasoline Leads Energy Futures Price Fall 
1993-10-20,Exxon Drops Oil Tankers For Pipeline 
1993-10-30,Oil Futures Slump 
1993-11-02,Lower Opec Production Estimates Boost Oil Prices 
1993-11-11,Alaska Spill Victim Otter Gives Birth  Otter Overcomes Oil Injury Gives Birth 
1993-11-12,Crude Oil Rebounds 
1993-11-13,Energy Prices Fall After Rally 
1993-11-20,Crude Oil Prices Stay Low Despite Predictions 
1993-11-21,Oil Prices Remain Low Despite Opec Efforts By Michael 
1993-11-24,Crude Oil Futures Prices Fell Sharp Ly Tuesday On The New  Oil Prices Continue Decline  Rude Oil Oil Prices Drop 
1993-11-25,OPEC Elects Not to Cut Oil Production Levels
1993-11-26,Opec Announcement Jolts World Markets 
1993-11-27,Arab Oil Embargo All But Forgotten After Two Decades  Overseas Oil Prices Slide Domestic Market Closed 
1993-11-30,Consumers Gain On Opec Gamble Prices Fall As Production  Crude Prices Take A Big Drop  Oil Price News Tumbles Market  Oil Prices Reach 3Year Low Rally Fizzles Leaving Prices Slightly Down  Rally Over Falling Oil Prices Goes Cold 
1993-12-01,Consumers To Benefit From Opec Gamble  Consumers Unlikely To Profit From Drop In Crude Oil Prices  Oil Prices Settle Higher  Oil Prices Slump 
1993-12-02,Now Its Petron Seeking Oil Price Increase 
1993-12-04,Falling Oil Prices Boost Farmers 
1993-12-06,Dip In Crude Oil Cost Drops Prices At Pump  Gas Prices Drop 2 Cents  Gas Prices Fall Lower  Gasoline Drops Nearly Two Cents Per Gallon  Gasoline Prices Down Slightly 
1993-12-07,Falling Interest Rates Am Downs Spur BlueChip Stocks To  Gasoline Prices At Pump Falling  Judge Rejects Indictment Against Senator  Oil Prices Plummet Iraq In Equation  Oil Producers Seek Emergency Relief From Falling Prices 
1993-12-09,Twenty Years Later Americans Still Hooked On Foreign Oil 
1993-12-10,November Falling Energy Costs Keep Inflation In Check  Us Economy Falling Crude Oil Prices Keep Inflation In Check 
1993-12-11,Business Roundup Higher Oil Prices Fuel Record Dow Industria Decline In Oil Halts Inflation Future Is Bright Analysts Say  Dow Industrial Hits Record High Again  Dow Industrials Set Record As Broader Market Declines  Drop In Energy Prices Helps Check Inflation Analysts  Falling Oil Prices Hold Back Inflation  Falling Oil Prices Restrain Inflation  Higher Oil Prices Fuel Dow Broader Market Falls Lower  Oil Prices Rise Above 1 5 A Barrel As Buying Strengthens 
1993-12-12,Oil Price Drop Fuels Positive Economic Outlook  Oil Prices Fuel Record Dow  Oil Prices Light Dow Averages 
1993-12-14,Crude Oil Oil And Other Energy Future Fell Sharply On The  Dow Jones Sets New High Broader Markets End Mixed 
1993-12-16,State Gas Prices Hit 7Year Low 
1993-12-19,Steady Flow Of Oil In 
1993-12-23,Gas Prices Fall As Many State Motorists Plan Holiday Travel 
1993-12-24,Crude Oil Prices Fall 290 A Barrel  Palouse Gas Prices Are Simple Consumer Abuse 
1993-12-27,Ruptured Pipe Spills Crude Oil In California 
1993-12-28,Oil Spill Damage Assessment Set 
1993-12-29,Oil Glut Giving Regions Drivers A Break  Oil Spill Forces Closure Of Several Oxnard Beaches 
1993-12-31,Crude Prices Down 
